node,obs_st,time
13,0,25
17,0,25
19,0,25
26,0,25
33,0,25
38,0,25
93,0,25
143,0,25
211,1,25
238,0,25
297,0,25
301,0,25
309,0,25
395,1,25
422,0,25
429,0,25
490,0,25
537,0,25
558,0,25
581,0,25
