node,obs_st,time
4,0,25
46,0,25
62,0,25
214,0,25
217,1,25
255,0,25
319,1,25
375,0,25
396,0,25
415,0,25
425,0,25
447,0,25
461,0,25
473,0,25
474,0,25
505,0,25
533,0,25
541,0,25
591,0,25
597,0,25
