node,obs_st,time
0,0,18
16,0,18
30,0,18
42,0,18
54,0,18
118,0,18
122,0,18
126,0,18
138,0,18
142,1,18
144,0,18
149,0,18
155,0,18
171,0,18
181,0,18
191,0,18
200,0,18
201,0,18
236,0,18
307,1,18
