node,obs_st,time
25,1,18
45,0,18
46,1,18
62,0,18
85,0,18
86,1,18
87,0,18
88,1,18
98,1,18
109,1,18
146,0,18
159,0,18
194,1,18
198,0,18
231,0,18
232,0,18
236,0,18
237,0,18
259,0,18
301,0,18
