node,obs_st,time
6,0,18
9,0,18
47,0,18
68,0,18
77,0,18
106,1,18
107,0,18
115,0,18
116,0,18
164,0,18
173,0,18
184,0,18
190,0,18
198,0,18
199,0,18
232,0,18
258,0,18
282,1,18
307,0,18
318,0,18
