node,obs_st,time
6,1,36
19,1,36
20,0,36
33,1,36
65,0,36
98,0,36
102,1,36
112,1,36
133,0,36
136,0,36
156,0,36
174,0,36
184,0,36
189,0,36
211,0,36
241,1,36
282,1,36
302,0,36
317,0,36
322,0,36
