node,obs_st,time
42,1,36
53,1,36
54,1,36
59,0,36
82,1,36
100,0,36
109,1,36
117,0,36
129,1,36
130,1,36
137,0,36
176,1,36
185,0,36
186,1,36
194,0,36
241,0,36
247,0,36
254,0,36
274,1,36
281,0,36
