node,obs_st,time
48,1,36
52,0,36
57,1,36
59,0,36
91,1,36
100,1,36
101,1,36
131,0,36
133,0,36
136,0,36
140,0,36
156,0,36
177,1,36
208,1,36
221,0,36
236,0,36
249,1,36
262,1,36
293,0,36
301,0,36
