node,obs_st,time
7,0,36
14,0,36
42,1,36
61,0,36
93,1,36
104,1,36
123,1,36
125,1,36
187,0,36
197,0,36
209,0,36
214,0,36
236,1,36
255,0,36
284,1,36
293,0,36
309,0,36
314,0,36
319,0,36
326,0,36
