node,obs_st,time
31,0,28
48,0,28
49,0,28
64,0,28
73,0,28
115,0,28
140,1,28
208,0,28
213,0,28
223,0,28
263,0,28
274,1,28
396,0,28
485,0,28
490,0,28
523,0,28
529,0,28
541,0,28
545,0,28
566,0,28
