MF,sib,EPI_med,SCDC_new
0.7141936123784962,0.8742313033128348,0.8748264233287046,0.8845979100408905
0.5,0.7348272642390289,0.7429971988795518,0.7343329488658208
0.8012750949538796,0.8918430095858202,0.8926568999819136,0.8842105263157894
0.6647593896713615,0.7638888888888888,0.764573552425665,0.7500794239118924
0.7554424653661294,0.8359249835076806,0.8366789181038544,0.8291679213088428
0.6996223196881092,0.8466130604288499,0.8428362573099415,0.8446356275303644
0.6565487336158471,0.7432738740514437,0.7443579383068888,0.7342884032207466
0.6781159420289855,0.8007729468599034,0.8009661835748791,0.8048578811369509
0.704487431264729,0.8331696779261587,0.8344461901021211,0.820682302771855
0.7861514570201882,0.8431533753539783,0.8370329770713437,0.8217404396266185
0.7392857142857142,0.8329464285714286,0.8364285714285714,0.8286538461538462
0.734291154578501,0.797645836939588,0.7987709884022849,0.7824239497827137
0.7621894045944679,0.8333333333333334,0.8316924519456165,0.8250617283950618
0.701419616519174,0.8359144542772862,0.8311209439528023,0.831858407079646
0.6218002081165453,0.6373569198751301,0.6292403746097815,0.6069968196274421
0.7357231258840169,0.817450495049505,0.8128536067892503,0.7970777660290301
0.7256682981927711,0.7984751506024096,0.7924510542168675,0.7762129934210527
0.6917073170731708,0.7646341463414634,0.7628048780487805,0.7563636363636363
0.7822738603988604,0.8309294871794872,0.829059829059829,0.8211538461538461
0.704817158931083,0.7238631036099391,0.7189404594467885,0.7054320987654321
0.7607638263375968,0.8539902720230589,0.8462439200144118,0.8412914519109209
0.6776576576576576,0.7529729729729729,0.7431531531531532,0.7258653846153846
0.6564356435643565,0.7369036903690369,0.7269126912691268,0.7342359767891683
0.7907925407925408,0.9023098114007205,0.9012502648866286,0.8931560243035653
0.6615987760566073,0.8283610633008224,0.8310384394721744,0.8361823361823362
0.6933285509325682,0.7584887613582018,0.763868962219034,0.7688068691528899
0.7674284616861916,0.7946994430574227,0.7913385826771653,0.782686925229908
0.7359053989488771,0.8048256091734354,0.804945054945055,0.7930161943319838
0.797069231467199,0.8154432447146357,0.8151710371109699,0.808612900124964
0.6384324679592507,0.6749917844232666,0.6743345382845876,0.6641868512110727
0.7188804554079695,0.8657495256166983,0.8654648956356736,0.8720766129032258
0.8161651757477184,0.8587693141772839,0.8500948766603416,0.8464656450815621
0.8054204660587639,0.8713272543059777,0.8733535967578521,0.8625464370145222
0.6209005859977382,0.8196771872108564,0.8183407011411535,0.813596252315067
0.6976719576719577,0.7913227513227514,0.7911111111111111,0.7823933355848249
0.7451790633608816,0.7200678109769019,0.7223988133079042,0.7195871761089152
0.7126153846153845,0.7708717948717948,0.7666666666666667,0.7541781959048146
0.742026608347002,0.8251321304902497,0.8235830143976672,0.8137564052029956
0.6995387954422136,0.8041237113402062,0.8086453246518357,0.800366123904037
0.7571444901691815,0.8164151806127115,0.8103566529492456,0.7951851851851852
0.69974431317228,0.7640627755245988,0.7623875859636748,0.7552750746700068
0.8004032258064516,0.8234572230014026,0.8285413744740533,0.8256572813723662
0.6868914532996755,0.8471871619184997,0.8397042913811755,0.8334647221127316
0.7168949771689498,0.7287256122872561,0.7276878372768784,0.7159639877031181
0.6268286927796131,0.7077630957999056,0.7179093912222747,0.7020495951417004
0.6705226480836237,0.7223693379790941,0.7248780487804878,0.7142002094867574
0.6854385307346327,0.8329272863568216,0.826555472263868,0.8266065830721003
0.7456183057448881,0.8293086660175268,0.8326192794547225,0.820997920997921
0.7386499402628435,0.8140183193946635,0.8145161290322581,0.8155241935483871
0.7269273535952558,0.793180133432172,0.7908636026686434,0.7754934210526315
0.6961511299435028,0.8045550847457628,0.8012888418079096,0.7856867283950617
0.6888216115510013,0.7982300884955752,0.7972054028877503,0.7951959544879899
0.7291208791208791,0.8654345654345655,0.8663336663336664,0.8640332640332641
0.735346889952153,0.763456937799043,0.7677432216905901,0.7619243421052632
0.7007413595071526,0.7564999477915839,0.7550381121436776,0.7513470136420957
0.7101419878296146,0.7949290060851927,0.7940162271805274,0.7790873702422145
0.7074626865671642,0.7531652084405559,0.7513124034997427,0.74245560518575
0.7772417153996101,0.8751461988304093,0.8730019493177388,0.8630166398282341
0.780902225755167,0.8792726550079492,0.8812599364069953,0.871431660899654
0.779728299223712,0.8617678193366267,0.8595624558927311,0.8526315789473684
0.6639784946236559,0.7467650811007838,0.7487698195735374,0.7370919306403177
0.7534826807228915,0.8553275602409639,0.8551393072289156,0.8411800986842105
0.7794783464566929,0.8836614173228345,0.8802165354330709,0.8757541670927498
0.7504772814051164,0.8240740740740741,0.8192058037418862,0.8181905864197531
0.7648514851485149,0.8498939179632249,0.8459158415841583,0.8311335403726708
0.7655502392344498,0.8878256246677299,0.8881800460747828,0.8822612085769981
0.7383075443657663,0.8399335606259288,0.8391467785645599,0.8143129579443943
0.7515804597701149,0.8656130268199234,0.8680076628352491,0.8645833333333334
0.7898812596799174,0.836654620547238,0.8296334537945277,0.8367459878251245
0.7426573426573427,0.8633366633366633,0.8624375624375625,0.8571725571725571
0.7428545504037747,0.7846837855004083,0.7830505398784139,0.7742557086424511
0.6999266324284666,0.8086023477622891,0.814380044020543,0.8015282131661442
0.720123160421668,0.8776745642417284,0.8635841770170127,0.8790553708586496
0.715380658436214,0.7963991769547326,0.7984567901234567,0.7893719806763285
0.7048970251716247,0.8097940503432495,0.8075057208237986,0.8005794302269436
0.6967416158536586,0.7640053353658537,0.7612423780487805,0.7604958016793283
0.7451851851851851,0.8104629629629629,0.8282407407407407,0.8212701612903226
0.7352363084070401,0.8698293576342356,0.8683998927901366,0.8573722774264779
0.7367567567567568,0.8400900900900902,0.8406306306306306,0.8296153846153846
0.7545192307692308,0.8188461538461539,0.8165384615384615,0.8028066528066528
0.7719213126323218,0.8600917431192661,0.8669724770642202,0.8577498792853694
0.788570147915733,0.8585387718511879,0.8578216046615867,0.852683302823008
0.7815235611845782,0.8908549078040604,0.8889923635686348,0.885297595585337
0.7464812054975989,0.7683391289948668,0.7630402384500745,0.7549175970228602
0.7395489548954894,0.8337000366703337,0.8314081408140814,0.828607132557916
0.694417657773492,0.7138112075431265,0.69291760420015,0.6858878826091941
0.6904238618524333,0.7014128728414443,0.7141287284144426,0.694843617920541
0.7774445656125046,0.8297891675754272,0.821701199563795,0.8152777777777778
0.7211497211497212,0.776169026169026,0.7846417846417845,0.773725092874029
0.6880754447126128,0.7786716724769822,0.7780459461875392,0.7615481863269474
0.743956274963212,0.8839604792936726,0.8766029009880176,0.8742616992276238
0.6809141501687802,0.8022078277529423,0.7976462001642186,0.7937372362151123
0.7791030534351144,0.8693702290076336,0.8658396946564885,0.8547526926696644
0.7517148683722654,0.846681497960697,0.8449202817945867,0.8368926332288401
0.7086720867208672,0.7993612078977932,0.8028455284552846,0.8026698785506373
0.800101965146459,0.8212829069336299,0.8150723025583982,0.8044354838709677
0.7959876543209877,0.8724867724867725,0.8725749559082893,0.8643578643578643
0.7916523334479991,0.8895768833849329,0.8865955739020753,0.89439958990132
0.7617017416545718,0.8433417997097242,0.8370827285921626,0.8345206006931074
0.797456986197769,0.8885422575155983,0.8871242200794102,0.8790697674418605
