MF,sib,EPI_med,SCDC_new
0.8553635906577083,0.9214772155948626,0.9256821609762786,0.9054661447005945
0.9133306100217866,0.9274237472766884,0.9251089324618738,0.9130941965587634
0.9055944055944057,0.9327989084086645,0.9124168514412417,0.902987119758838
0.8028000478640659,0.8842088468748753,0.8763511626979378,0.8732240437158469
0.8773865414710486,0.9213223787167449,0.8397496087636933,0.9203559027777778
0.940656969309463,0.9451726342710998,0.9450927109974425,0.9407917236662107
0.6263227513227513,0.9395801331285202,0.9289127837514934,0.8885185185185185
0.6322857142857143,0.7802040816326531,0.7893469387755102,0.8105263157894737
0.7706086601307189,0.8268790849673202,0.8340686274509804,0.8135195035460993
0.8327558420628526,0.9165189363416602,0.9155116841257052,0.9123964146795197
0.8825614366729679,0.896266540642722,0.8894139886578449,0.8429306339196814
0.8612665112665112,0.9360916860916861,0.935003885003885,0.9307945344129555
0.909677927395858,0.9214898810929995,0.9223954642097802,0.9234661606578115
0.7303802990046396,0.7938692152119602,0.7813379862790973,0.8766187202092209
0.7561504335551523,0.8004638031861262,0.769560395240976,0.8084429824561403
0.8907188606436726,0.9222659824163583,0.9172136690933683,0.8309460430134786
0.9666907166907167,0.9646945646945647,0.9581048581048581,0.9784913353720693
0.8501905366783106,0.9467688154969832,0.9342648459828518,0.9018270715388574
0.8347907052060561,0.8950692251639543,0.8952716379240547,0.8873587111861765
0.7371460211991773,0.6901202341401678,0.6736275905711122,0.688807199898593
0.7962882182654559,0.9085537534203117,0.9097830828409406,0.9026869700932214
0.8716624989916916,0.9081632653061225,0.9084052593369363,0.9042971225757384
0.8533637592968222,0.8869168356997972,0.8779580797836375,0.8820492097701149
0.7777868053298667,0.9166395840103997,0.902908677283068,0.8828903293165702
0.8760330578512396,0.9319100091827364,0.9254820936639118,0.9258131554782273
0.7594823739402052,0.818384649709951,0.8095158411423471,0.8356873822975518
0.8243175931460449,0.8974397290296873,0.870940426379757,0.8662308673469388
0.9114794568859108,0.9502292364662317,0.9532269441015693,0.9504812386664807
0.7084505941213258,0.8634302689180737,0.7731003752345216,0.8206815114709851
0.7010330578512397,0.8297107438016529,0.818884297520661,0.8067353162151412
0.6330220713073006,0.8547962648556876,0.8534804753820033,0.8467885816235504
0.8635632041599604,0.9024390243902438,0.875366266353019,0.8599428696989673
0.8832634521313767,0.8787561146051712,0.8809224318658282,0.8742878283388827
0.8897306397306397,0.909830007390983,0.9082696887574937,0.9045923972753241
0.802863056226285,0.8531513329719607,0.8348691667077318,0.8954893168029544
0.7566425120772948,0.8514090177133656,0.8464170692431562,0.8502131287297527
0.9032738095238095,0.9523809523809523,0.9484268707482992,0.9480685131195336
0.7608911480878441,0.9524641594853263,0.9525435844485922,0.949129453833383
0.7010194663534149,0.8553448565195503,0.8465766068132237,0.8088314005352364
0.8017978258849763,0.8857660503577071,0.8703428412152745,0.808262079936369
0.8161917197941471,0.8243336661801982,0.8244872878101237,0.8160919540229885
0.49393033075299086,0.824991203377903,0.7938951442646024,0.8339559037900874
0.7810326041404744,0.9017265945855334,0.9076355712010727,0.9112722478576137
0.9175580055948659,0.9187921671877571,0.9275547144972849,0.9168599464763604
0.8019540942928041,0.8633463310882665,0.853996809641971,0.8544023378582202
0.752951233412033,0.8429129691443458,0.8417731824472849,0.8333975594091201
0.878211382113821,0.9115989159891599,0.9097018970189702,0.9071816881258942
0.8703054690204222,0.9016960886119765,0.8996192454136379,0.8831078253591854
0.8586765644955301,0.9057311621966794,0.9066491060025542,0.899897066392177
0.8302307951482479,0.8934467654986523,0.8990902964959568,0.8933126822157434
0.8392003476749239,0.9043103788866501,0.906720398245822,0.9030726848908667
0.7692232055063913,0.8979351032448377,0.8931661750245822,0.8853211009174312
0.9043259327077134,0.9593156328679332,0.9597734035248341,0.9598651960784313
0.7914275778125544,0.8884541818814119,0.8851504086245869,0.8271759259259259
0.8270584495208684,0.9326944911213043,0.9290612652709024,0.9265158547906386
0.8443176574233335,0.8835843436674078,0.8794730880563829,0.8767843726521413
0.8157526350461133,0.9317358366271409,0.9110671936758893,0.930531206171108
0.8360556445625416,0.9494744246023993,0.9461529443945137,0.9429704306744844
0.8778042013476021,0.9463337296868807,0.9450653983353151,0.9412849545376566
0.9328831024159299,0.9684606280025065,0.9659541878437652,0.9671476137624861
0.8816520650813517,0.9322653316645807,0.9280600750938673,0.9256660511738327
0.8293214031198035,0.8613112677171588,0.8651912265420856,0.8594733461785485
0.8814504881450488,0.9655309822673839,0.9623929069535764,0.9668367346938775
0.8472797569732118,0.8791494062413697,0.863960231980116,0.867474891543353
0.8580657946888623,0.9042409829567974,0.8995243757431629,0.8844087158874551
0.9237903225806452,0.9612499999999999,0.9616532258064516,0.9581699346405229
0.6833754740834387,0.7919932574799831,0.7902654867256637,0.9429090083957341
0.8922235047667907,0.9365140438630243,0.936770552776709,0.9320172452915816
0.8174778325123153,0.9281970443349753,0.9331625615763546,0.9268880896974826
0.554022988505747,0.7631226053639847,0.7685344827586207,0.82217125382263
0.6990921985815604,0.7845106382978724,0.785985815602837,0.780180705333722
0.713161535800761,0.7001902455897613,0.6862244897959183,0.7503568242640499
0.764702380952381,0.9149603174603174,0.9102380952380952,0.8935374149659864
0.8293562075101518,0.8365652233426107,0.7916685677784369,0.8602860286028603
0.9007046070460706,0.9422764227642276,0.9417344173441734,0.9385407725321888
0.6288970288970289,0.9208384208384208,0.912983312983313,0.9228176318063959
0.7777823543949254,0.903369305544114,0.8974791992750639,0.8788119160937775
0.849363057324841,0.9328025477707006,0.9350716560509553,0.9288817648795714
0.7261080752884032,0.7874114551710181,0.7681036227484315,0.8035846994535519
0.7990830194858359,0.8936056983789094,0.8438676928115278,0.8123246844319776
0.7996518500526273,0.8659217877094973,0.8582705853777023,0.8345268542199489
0.9199134199134199,0.9338357116134893,0.9315910427021538,0.9316916849384382
0.6919399710042711,0.8851142196622389,0.8077661533638965,0.876884528814711
0.7298662970084515,0.8379018915172383,0.8184948352188882,0.811947223430477
0.7402896642527979,0.9063940092165899,0.9025263331138906,0.8946337463556852
0.808808653023111,0.8847560501128318,0.8847560501128315,0.8819361954861701
0.7445326278659612,0.8190917107583775,0.7472663139329807,0.8401125967628431
0.8671941570298235,0.9051734631771151,0.9062081558125381,0.8982428533962759
0.8383408071748879,0.8957847533632286,0.8741255605381166,0.8166826923076923
0.8071540880503144,0.8946147798742139,0.8955188679245283,0.8880912162162162
0.7261395058424761,0.8569262331638569,0.844973686557845,0.8727220548141771
0.8987514863258026,0.9566785572730875,0.9580261593341262,0.9523587899301883
0.7652160681679855,0.9171376402051995,0.9050082601512913,0.8896413226228284
0.8595926465824426,0.9380466472303206,0.9381276320051831,0.9348214285714286
0.8287821407215468,0.8704405022922064,0.8744668128363565,0.8642688931706273
0.7752319109461967,0.8076994434137292,0.8078385899814471,0.8055393586005831
0.8912576618495817,0.8515950069348127,0.8553979687709723,0.8820743547241298
0.8729832259244024,0.9082682023858495,0.9086338498103205,0.9031462954907931
0.7294272547728768,0.8387096774193548,0.7719305464121131,0.8338884992987378
0.7855135411343894,0.8261369443025038,0.8271163345256345,0.8154277446192801
