node,obs_st,time
70,1,24
74,0,24
83,1,24
86,1,24
101,0,24
129,0,24
132,1,24
154,1,24
194,0,24
210,0,24
230,0,24
276,0,24
285,1,24
396,0,24
418,0,24
426,1,24
428,1,24
449,1,24
478,1,24
504,1,24
513,1,24
555,1,24
623,0,24
630,0,24
663,1,24
678,1,24
711,1,24
744,1,24
748,0,24
755,1,24
774,1,24
781,1,24
795,1,24
846,1,24
866,0,24
898,1,24
914,1,24
921,1,24
925,1,24
951,1,24
