node,obs_st,time
2,0,24
17,0,24
21,0,24
23,1,24
39,0,24
72,0,24
86,0,24
99,0,24
141,1,24
177,0,24
226,0,24
251,0,24
278,0,24
301,0,24
338,1,24
485,0,24
493,0,24
548,0,24
609,0,24
635,0,24
651,0,24
673,0,24
715,0,24
756,0,24
796,0,24
814,0,24
833,1,24
852,0,24
854,0,24
895,1,24
924,1,24
925,1,24
953,0,24
958,0,24
969,0,24
971,0,24
972,1,24
979,0,24
984,0,24
995,0,24
