node,obs_st,time
56,0,24
72,1,24
87,1,24
134,1,24
136,0,24
139,0,24
166,1,24
184,1,24
198,1,24
200,1,24
211,0,24
231,0,24
248,1,24
251,1,24
263,1,24
284,1,24
297,0,24
302,1,24
337,1,24
391,1,24
393,0,24
401,1,24
431,1,24
441,1,24
544,1,24
557,0,24
576,1,24
602,1,24
609,1,24
619,1,24
727,1,24
729,0,24
772,0,24
775,0,24
889,1,24
906,1,24
911,0,24
925,0,24
992,0,24
993,0,24
