node,obs_st,time
3,1,24
25,0,24
29,1,24
70,0,24
91,1,24
102,1,24
119,1,24
176,1,24
178,0,24
197,1,24
249,1,24
268,0,24
306,0,24
320,0,24
417,0,24
424,1,24
425,1,24
433,1,24
434,0,24
455,1,24
463,1,24
475,0,24
515,1,24
529,1,24
542,0,24
556,1,24
581,0,24
628,0,24
648,0,24
769,1,24
787,1,24
806,0,24
817,0,24
855,1,24
872,1,24
940,1,24
958,0,24
989,0,24
994,0,24
997,0,24
