node,obs_st,time
18,0,24
55,0,24
93,0,24
104,0,24
121,0,24
125,0,24
175,0,24
182,0,24
232,0,24
244,1,24
258,1,24
277,0,24
288,1,24
306,0,24
374,0,24
400,0,24
415,0,24
419,1,24
463,0,24
468,0,24
471,0,24
501,0,24
535,0,24
576,0,24
617,0,24
638,0,24
691,0,24
784,0,24
821,0,24
842,0,24
851,1,24
871,0,24
921,0,24
924,0,24
944,0,24
950,0,24
980,0,24
981,0,24
985,0,24
996,0,24
