node,obs_st,time
0,1,24
25,1,24
52,0,24
125,0,24
131,0,24
145,1,24
264,1,24
281,1,24
292,1,24
317,1,24
319,0,24
347,1,24
352,0,24
393,1,24
402,0,24
412,1,24
420,1,24
422,1,24
480,1,24
487,1,24
489,0,24
531,1,24
564,1,24
606,1,24
644,1,24
652,1,24
659,1,24
661,1,24
727,1,24
746,0,24
755,1,24
768,1,24
770,0,24
791,1,24
820,0,24
844,1,24
901,0,24
906,1,24
973,0,24
996,1,24
