node,obs_st,time
5,1,24
50,1,24
61,1,24
119,0,24
130,1,24
136,0,24
208,1,24
211,0,24
225,0,24
251,1,24
264,1,24
279,1,24
281,1,24
301,0,24
304,1,24
386,1,24
393,0,24
461,0,24
474,0,24
503,0,24
523,0,24
573,1,24
576,1,24
586,1,24
617,1,24
619,1,24
656,1,24
726,1,24
743,0,24
788,1,24
814,1,24
817,1,24
819,0,24
823,1,24
874,1,24
927,1,24
934,0,24
950,1,24
962,1,24
986,0,24
