MF_d15,EPI,EPI_med,sib
0.6930569065035568,0.7063047515085726,0.7091191276958401,0.6948170350562113
0.6337841850289108,0.7097734020940771,0.7098687294889825,0.7163994374120957
0.6952287731948361,0.7751878314941121,0.7843321021004466,0.7782865440565361
0.671888958068271,0.7554197649890783,0.7554405882144709,0.7514352408101901
0.6578027175215204,0.6824916748558074,0.6828215554390363,0.6830542080608923
0.676353790821068,0.7451274328374325,0.7438362757700132,0.7379146434901676
0.6617724116161616,0.7307680976430976,0.7261037457912458,0.724375
0.7209080591513843,0.7917127382236605,0.7919902912621359,0.7929364437252788
0.7063574098435967,0.7554396625529871,0.7546148384806532,0.7492305122261896
0.6871536223957586,0.7951252968950894,0.7947867758461372,0.7904786268615901
0.6939239022834917,0.7548372989328482,0.757357875563225,0.7543224119117713
0.7057139448231775,0.7932051332571488,0.801098326130836,0.7989288200601594
0.6956826978882475,0.7956350566439542,0.7953003112104303,0.7959926515951249
0.7262780729793682,0.7555627049690731,0.7657826186226078,0.7502620490680393
0.6441981252129949,0.6981640373922084,0.6937456052939223,0.6933713812426395
0.6474800149795505,0.6921967746786621,0.6921967746786621,0.6947562726867947
0.6745814264898233,0.7536622269446697,0.7540785479716778,0.763414702346
0.6720472874319029,0.758750604904451,0.760899183976107,0.7574161804931037
0.6743813999845703,0.7233444747712113,0.7268703958164353,0.7282997387357144
0.6959126449064248,0.7259215007372847,0.729087302505506,0.7310561998178351
0.7071746479171744,0.7719753727468288,0.7733381372725636,0.7656140388059384
0.6610383668707147,0.7032641008838526,0.7024010261000208,0.7064566784407116
0.6499842150859727,0.6686269327342408,0.6681295243968695,0.674889505601809
0.7010781540189176,0.6960113160281605,0.7021822226061418,0.7114547790783052
0.7067345541275172,0.7936439355472844,0.7941971127643022,0.7894432824487931
0.7049787285713666,0.7840624742509464,0.7840624742509464,0.7927716172790784
0.7269855847897777,0.8005357070445257,0.8011713659762462,0.7977585350911129
0.6881274957951977,0.74957436050891,0.7462002001795425,0.7514399512965236
0.6915349102799611,0.7645569483874095,0.7690744641308388,0.7701098403839834
0.7280173291367807,0.7981649538902111,0.7981271270636482,0.8058115356245265
0.6441128786521925,0.7171113690444345,0.7184883918374183,0.7438795756350703
0.7165387970259038,0.7654691162841412,0.7656148436418839,0.765659924766941
0.6897957647531112,0.7524315797741434,0.7461699073185205,0.7572249227654337
0.6834327654817229,0.7522934907341072,0.7522850374164971,0.7572397382007535
0.7153664534601796,0.8088045812455261,0.8098390560417483,0.8096901193802388
0.6705669913942693,0.7359413126900838,0.7338826544045542,0.7350363737760521
0.6691793328837474,0.7488592623333507,0.7460673341287545,0.7492618145977072
0.6371637533381889,0.6852354940519543,0.6855474629764506,0.6890446710366593
0.7260087631055374,0.8103547716450943,0.8096651241812531,0.8104050700824894
0.7206114273666455,0.7923202614379086,0.7936137465738985,0.7927714526670884
0.6422617249732009,0.7062434482881155,0.7010553808432387,0.6999656497817576
0.657971841586697,0.7515988759793311,0.7601634337632154,0.7533864327644995
0.7000028542666347,0.7920370352073789,0.8006689961873584,0.8007590153658346
0.6772354799535554,0.7568318203312842,0.7553454595507838,0.7547937632790075
0.6964450318121795,0.7469131038740546,0.7413416851022964,0.7518639279038261
0.7129459614631346,0.7797861209334271,0.7797861209334271,0.781885204998739
0.6418998102298328,0.7132528382292558,0.715744265278718,0.7098425240542011
0.7008872265923197,0.7747477513359222,0.778196463540111,0.7748576952437851
0.7106363942570839,0.7900814702538841,0.7889141509831163,0.7791429834533283
0.7131767393048953,0.748377713947484,0.7489805107795325,0.7437804802765603
0.6125402948908047,0.673275684849121,0.6512769707864774,0.6735446819492011
0.6670740711231509,0.7084630706716596,0.7095179666958809,0.713617507237139
0.7102554522953346,0.8012457385700276,0.801466398916546,0.7975447158268341
0.6850834610798842,0.7955405247917955,0.7924376283068427,0.7969345310132766
0.6815617620314702,0.779470148370074,0.7782045009238221,0.7752286096644974
0.6529368190376247,0.7337726473039291,0.723621319882007,0.7133211783432468
0.7049511388432128,0.7687290680638311,0.7635397193583547,0.7602135344049651
0.6767277227722772,0.7504147414741474,0.7531298129812981,0.7567612761276128
0.6794722632032623,0.7602401949408216,0.759908662931406,0.7584654626529191
0.6619010179591162,0.7145502157088683,0.710689101237806,0.7065319573802566
0.6517859433115301,0.7360491214569705,0.7438298918387414,0.7468460091488178
0.6891928375459693,0.75284363351318,0.7639679945295496,0.7580618260963833
0.6600558959475438,0.7128282124277173,0.7072594226165915,0.7183565481825149
0.6761019300887268,0.7533236268909932,0.7549507003986278,0.7547204834969741
0.6787156845102186,0.7465488169081186,0.7475380641752061,0.7477388262388736
0.6084447607910926,0.6901892995746267,0.6824472802661831,0.6910649019042938
0.6734266907615957,0.7256335861633412,0.7230761053757121,0.723209502906607
0.6589036815793933,0.7146585324521267,0.7151933994238264,0.71695581257414
0.6607370283018869,0.7341563036020583,0.7358512006861063,0.7316316466552315
0.6612641984597218,0.6996051193988433,0.6980399942875255,0.7123037643116642
0.6781495104387918,0.755920841320002,0.7578790861524115,0.7631000362637932
0.7097323346079304,0.7903638748464656,0.7905391898522544,0.7891035309938758
0.6616475442206564,0.7696254494814075,0.7627746253455551,0.7705524724075574
0.6869419520863458,0.7418059281513799,0.7464550912291551,0.7368382151627675
0.6734791482309372,0.7419117233336233,0.7400805119207771,0.7445997166225915
0.7471114272712271,0.8201421220289145,0.8210172576749397,0.8163202796433447
0.6419579623634156,0.6910562525293402,0.709237150951032,0.6891794819910967
0.6945512331276303,0.7452604723173204,0.749937852984147,0.7526298000392508
0.7083125053275845,0.7585743857097605,0.7551552602860532,0.7614568063116487
0.6997982111692844,0.7683649650959861,0.7754832024432811,0.7629482984293193
0.7025373243780708,0.7686212087878905,0.7683785625854653,0.7668072936213166
0.6578572824387703,0.7025848966475595,0.7046291471252388,0.7111548983845754
0.7022404721034858,0.7879023481763209,0.789414694894147,0.7906151481493947
