MF,EPI,EPI_med,sib
0.7735151902198705,0.9532159474500502,0.9496761244412006,0.9734513274336284
0.685216532656228,0.9790285418723844,0.9790285418723844,0.982414068745004
0.8524637281276587,0.9330781081143225,0.968280793727438,0.9090846382010072
0.7893617270638975,0.928144484552998,0.9551943181285453,0.9383409122872813
0.8531268293924508,0.9277914938023366,0.9410012980732521,0.9220010690015017
0.9387595900606894,0.966892820336654,0.969755525020039,0.9704855147143021
0.7180123724592271,0.9473126054470957,0.9409496264160038,0.9725234996384671
0.8363887928052578,0.9781851723740345,0.9785771935893002,0.9727660555747722
0.6584974833778661,0.9454918287454173,0.9464487665444603,0.9385571366432611
0.9077663341713296,0.9852404508961154,0.9862271240504961,0.9738328873030032
0.8126849112426034,0.9403198964497042,0.9423423631656804,0.9638498520710059
0.8813578680203046,0.9695812182741117,0.9838578680203045,0.9739467005076142
0.7787346135510763,0.9378185774181325,0.9890965541688568,0.9859673141096946
0.8828085351787774,0.935928489042676,0.9383391003460207,0.9510265282583621
0.8456248276192875,0.9243563454089769,0.9219939801657253,0.9268626110731374
0.7619429487913851,0.9278496964142513,0.919120174132203,0.9404399129338985
0.8694825342808528,0.9029751776598939,0.9011109998999098,0.9042888599739767
0.7856546884286565,0.95638458373337,0.9547844374342798,0.9739861930233621
0.8458501479687921,0.8564164648910413,0.8533629270917407,0.8691686844229217
0.7729950519302372,0.9717078189300412,0.9790931804820694,0.9831716637272193
0.7793876262626263,0.9850883838383838,0.9861237373737374,0.9910227272727272
0.8578348556042448,0.9132701546908822,0.9267330130404942,0.9120030621403306
0.8622294962720495,0.8906831545129418,0.896538764623871,0.8967327392859308
0.8734295564775318,0.9498042423888272,0.9730906328522176,0.9815637234850698
0.8768078574341016,0.9579066030268869,0.9617441776797064,0.9440313721727868
0.7835525303799417,0.9507127108649951,0.9602368866328257,0.9715941137260934
0.7469215043027624,0.9597061760091284,0.9685494223363287,0.9680502068178576
0.742477149019205,0.9757625552018075,0.9745187315280773,0.960631269042484
0.7891649413388545,0.8924775707384403,0.866632160110421,0.9359673337934208
0.7715131086142323,0.8620823970037453,0.8607340823970038,0.9070262172284644
0.8883442408376964,0.9185078534031413,0.9277356020942409,0.9811256544502619
0.9407202769271735,0.9691252829183864,0.970256956463853,0.9788177339901479
0.8348639971889025,0.9802264850101423,0.9812966186969925,0.9799389864077049
0.7808329821604157,0.9182352390316992,0.9120428899189962,0.9137987545067191
0.8779875458930242,0.9484738319775394,0.9360017277373839,0.9698905766323518
0.9192751891676624,0.981654055489181,0.9816407805655116,0.9900570821717776
0.8812412613674443,0.9735269987635918,0.9716897193237887,0.9526120567130031
0.5965829846582985,0.9170850767085076,0.9159170153417016,0.8657426778242677
0.8462238335347474,0.9440207803753247,0.9451042491422539,0.9813726715839479
0.715486289208917,0.9782994673505623,0.9828236996120208,0.9568619714605116
0.8129622059533985,0.9358950536995058,0.9341979758940627,0.9432903489538815
0.7675866376102902,0.9933825874348889,0.9933958754119273,0.9899410013819496
0.8173377196119097,0.8815943169086272,0.8816181553791509,0.9074709766621374
0.9000194670605883,0.9494199961065879,0.9493627400460339,0.9518591042861888
0.778925698239223,0.969603825136612,0.9698504857316332,0.9695658773527626
0.8147492215624313,0.9172483244782443,0.9441955759280481,0.9251426653239342
0.773758500485742,0.9692782444711127,0.9683067603863078,0.9554831704668838
0.6690657583083046,0.7648890191194784,0.7905037481991551,0.8330891509779503
0.7679580306698951,0.9447846935384323,0.9459003940559274,0.9314437639462564
0.7934309820773504,0.9300125772979773,0.9287024420920239,0.9333141180169793
0.7842050986881549,0.9651173945367773,0.9636784420941553,0.9740628822217425
0.805776828753724,0.9680599419504149,0.9652853252183252,0.9806544003887021
0.824033485540335,0.9733637747336377,0.9715981735159818,0.9865144596651446
0.7511677675576681,0.9804514681976254,0.9821799699569932,0.9416836430232318
0.7429478369003206,0.9594541527586884,0.9596668630145951,0.9609431245500359
0.7008648901355774,0.905423094904161,0.9183847592332866,0.9301075268817204
0.8946299427068658,0.9014863341786419,0.872475814783507,0.9360618014464168
0.7641214539285603,0.8491407747164713,0.8714774904966858,0.8444598033363703
0.6988873862798131,0.8441726088025572,0.8362839111548234,0.8884312761249078
0.8409903077358152,0.9804612180887986,0.9822094248913799,0.982569349821323
0.6690560567010309,0.907092585249802,0.9087777557494052,0.973062053925456
0.8382188795577762,0.9787126607845221,0.9787126607845221,0.9735702136706709
0.748359133126935,0.9765256277949776,0.9738562091503268,0.9891021671826625
0.7562439555125725,0.79642166344294,0.8122823984526113,0.9448863636363637
0.7739244579945799,0.9350299232158988,0.9301885727190604,0.8947182700993677
0.6434108085958841,0.9573620469859772,0.9676402294663996,0.9614141322163541
0.9166528602873305,0.9668883576720078,0.9697166930960214,0.9789117417339234
0.7150085571843142,0.9910112359550562,0.9933923655033857,0.9950889203065705
0.7345328515596194,0.8974387336233807,0.8930388614408967,0.9575252562495391
0.8138973052380296,0.795413854840931,0.7924298765092044,0.9022976633154294
0.8076514910325798,0.931656584951714,0.9603570459985614,0.8965887249873242
0.7310057697351167,0.7696039863624442,0.7803829006031996,0.866876475216365
0.7833869036364783,0.9311401020986954,0.9364215037499212,0.9588327976303019
0.7886798702485379,0.9469001279239766,0.9534790752923976,0.9054390533625731
0.6811254531599973,0.8877433209411874,0.9047844459325283,0.8830674024984413
0.8298415411623394,0.872401367458191,0.8868151159567588,0.9039776402106624
0.8562535834220657,0.9766702159609031,0.9766702159609031,0.976096868430393
0.9152877367163081,0.9033063675920818,0.9050683336397622,0.9103848746705888
0.7940107802951819,0.9641908022161164,0.9485308469588457,0.9547918261940153
0.8462103679703773,0.8999074288359176,0.8965054385558898,0.9762670678083777
0.7774791997306786,0.8436973981628433,0.8393930649737893,0.8927403453085173
0.9397100591715977,0.9029230769230769,0.9123431952662722,0.9636804733727811
0.7086688137412774,0.924410343847684,0.9234788923620978,0.9367560228600297
0.8249637303061925,0.8645422382855252,0.8690727684593652,0.9279442083025783
0.8810124908332431,0.9660739832413652,0.9691996970462003,0.9525733039997114
0.6999212087504635,0.9381604560622915,0.9548804226918798,0.9524355765665554
0.8514678390916016,0.9355512474324356,0.9350319647349351,0.9491449144914491
0.7301492035674418,0.886278793407675,0.9262504651358195,0.8633520988128532
0.7783680762358547,0.9220726622989875,0.9242048838594402,0.9714353782013103
0.8847565341926245,0.9652106456617735,0.9724907506862395,0.9819787564148467
0.7357984293193717,0.929175392670157,0.926413612565445,0.9195549738219895
0.9161843842014418,0.9773919518055979,0.9800318137205131,0.9710799742782685
0.7458980669640567,0.980208173101574,0.9744782853919909,0.9392144798236169
0.892197177378414,0.9389658848614072,0.9367448471926084,0.9450832571834704
0.9321225588004112,0.9397031259447366,0.9353648950964387,0.9814982768002902
0.6607496803069054,0.9552749360613811,0.9562979539641944,0.9345907928388746
0.8786010775743582,0.9742151850019243,0.977390180878553,0.985581945131673
0.7090170560181068,0.9372861261552555,0.9296742381375799,0.917023684423248
0.8929741984770448,0.9063308607900639,0.9135513442913823,0.977500677690431
0.802919708029197,0.9681153888968401,0.9654278580856511,0.9643623872906827
