MF,EPI,EPI_med,sib
0.7141936123784962,0.8653045030747868,0.8748264233287046,0.8742313033128348
0.5,0.7429971988795518,0.7429971988795518,0.7348272642390289
0.8012750949538796,0.8926568999819136,0.8926568999819136,0.8918430095858202
0.6647593896713615,0.7620305164319249,0.764573552425665,0.7638888888888888
0.7554424653661294,0.8366789181038544,0.8366789181038544,0.8359249835076806
0.6996223196881092,0.8428362573099415,0.8428362573099415,0.8466130604288499
0.6565487336158471,0.7406129890608062,0.7443579383068888,0.7432738740514437
0.6781159420289855,0.8112077294685991,0.8009661835748791,0.8007729468599034
0.704487431264729,0.8344461901021211,0.8344461901021211,0.8331696779261587
0.7861514570201882,0.8368502786151456,0.8370329770713437,0.8431533753539783
0.7392857142857142,0.8364285714285714,0.8364285714285714,0.8329464285714286
0.734291154578501,0.8014540418902545,0.7987709884022849,0.797645836939588
0.7621894045944679,0.8316924519456165,0.8316924519456165,0.8333333333333334
0.701419616519174,0.8311209439528023,0.8311209439528023,0.8359144542772862
0.6218002081165453,0.6311134235171696,0.6292403746097815,0.6373569198751301
0.7357231258840169,0.8143564356435643,0.8128536067892503,0.817450495049505
0.7256682981927711,0.7924510542168675,0.7924510542168675,0.7984751506024096
0.6917073170731708,0.7371951219512196,0.7628048780487805,0.7646341463414634
0.7822738603988604,0.815883190883191,0.829059829059829,0.8309294871794872
0.704817158931083,0.7139006094702297,0.7189404594467885,0.7238631036099391
0.7607638263375968,0.840028823635381,0.8462439200144118,0.8539902720230589
0.6776576576576576,0.7431531531531532,0.7431531531531532,0.7529729729729729
0.6564356435643565,0.7269126912691268,0.7269126912691268,0.7369036903690369
0.7907925407925408,0.9012502648866286,0.9012502648866286,0.9023098114007205
0.6615987760566073,0.8310384394721744,0.8310384394721744,0.8283610633008224
0.6933285509325682,0.7582496413199427,0.763868962219034,0.7584887613582018
0.7674284616861916,0.7913385826771653,0.7913385826771653,0.7946994430574227
0.7359053989488771,0.804945054945055,0.804945054945055,0.8048256091734354
0.797069231467199,0.8146266219036384,0.8151710371109699,0.8154432447146357
0.6384324679592507,0.6743345382845876,0.6743345382845876,0.6749917844232666
0.7188804554079695,0.8654648956356736,0.8654648956356736,0.8657495256166983
0.8161651757477184,0.8500948766603416,0.8500948766603416,0.8587693141772839
0.8054204660587639,0.8728470111448834,0.8733535967578521,0.8713272543059777
0.6209005859977382,0.8183407011411535,0.8183407011411535,0.8196771872108564
0.6976719576719577,0.7933333333333333,0.7911111111111111,0.7913227513227514
0.7451790633608816,0.7223988133079042,0.7223988133079042,0.7200678109769019
0.7126153846153845,0.7424615384615384,0.7666666666666667,0.7708717948717948
0.742026608347002,0.8235830143976672,0.8235830143976672,0.8251321304902497
0.6995387954422136,0.8094592150479291,0.8086453246518357,0.8041237113402062
0.7571444901691815,0.8030406950160037,0.8103566529492456,0.8164151806127115
