EPI,EPI_corr,MF_tau3_d10,sib,sib_mean
0.9084052593369363,0.9084052593369363,0.8716624989916916,0.9081632653061225,0.9081632653061225
0.8566176470588236,0.8779580797836375,0.8533637592968222,0.8847194050033808,0.8869168356997972
0.8604972375690607,0.902908677283068,0.7777868053298667,0.913227169320767,0.9166395840103997
0.9255280073461892,0.9254820936639118,0.8760330578512396,0.9319100091827364,0.9319100091827364
0.6817826863007586,0.8095158411423471,0.7594823739402052,0.8564814814814814,0.818384649709951
0.8738792588164974,0.870940426379757,0.8243175931460449,0.8992827256425583,0.8974397290296873
0.9550343854699348,0.9532269441015693,0.9114794568859108,0.9504496561453006,0.9502292364662317
0.6775328330206378,0.7731003752345216,0.7084505941213258,0.8800813008130082,0.8634302689180737
0.8337190082644628,0.818884297520661,0.7010330578512397,0.8326859504132232,0.8297107438016529
0.8542444821731748,0.8534804753820033,0.6330220713073006,0.854881154499151,0.8547962648556876
0.6263876851966489,0.875366266353019,0.8635632041599604,0.7326977838306302,0.9024390243902438
0.8806429070580014,0.8809224318658282,0.8832634521313767,0.876659678546471,0.8787561146051712
0.9173031124250637,0.9082696887574937,0.8897306397306397,0.9103227395910323,0.909830007390983
0.8993248903562805,0.8348691667077318,0.802863056226285,0.8904548366431774,0.8531513329719607
0.8516908212560387,0.8464170692431562,0.7566425120772948,0.8425523349436393,0.8514090177133656
0.9465561224489796,0.9484268707482992,0.9032738095238095,0.9508928571428571,0.9523809523809523
0.9525435844485922,0.9525435844485922,0.7608911480878441,0.9524641594853263,0.9524641594853263
0.8295855009229737,0.8465766068132237,0.7010194663534149,0.8199781842591038,0.8553448565195503
0.715274551704915,0.8703428412152745,0.8017978258849763,0.8786119111771812,0.8857660503577071
0.8184960442430294,0.8244872878101237,0.8161917197941471,0.8221829633612413,0.8243336661801982
0.8359869809992964,0.7938951442646024,0.49393033075299086,0.8431562280084447,0.824991203377903
0.8938898667337188,0.9076355712010727,0.7810326041404744,0.7334674377671612,0.9017265945855334
0.7873128188250781,0.9275547144972849,0.9175580055948659,0.9187921671877571,0.9187921671877571
0.875354484225452,0.853996809641971,0.8019540942928041,0.9031371853952499,0.8633463310882665
0.8417324757795327,0.8417731824472849,0.752951233412033,0.8429129691443458,0.8429129691443458
0.8941463414634145,0.9097018970189702,0.878211382113821,0.9133333333333333,0.9115989159891599
0.9023883696780893,0.8996192454136379,0.8703054690204222,0.8997923156801662,0.9016960886119765
0.9066491060025542,0.9066491060025542,0.8586765644955301,0.9057311621966794,0.9057311621966794
0.9007328167115903,0.8990902964959568,0.8302307951482479,0.8947102425876011,0.8934467654986523
0.8849116984710205,0.906720398245822,0.8392003476749239,0.907629094069772,0.9043103788866501
0.8833824975417897,0.8931661750245822,0.7692232055063913,0.8979351032448377,0.8979351032448377
0.9632639047837034,0.9597734035248341,0.9043259327077134,0.9613183794918746,0.9593156328679332
0.8964093201182403,0.8851504086245869,0.7914275778125544,0.8903668927143106,0.8884541818814119
0.9237022571415596,0.9290612652709024,0.8270584495208684,0.9316499386893138,0.9326944911213043
0.8796408944078534,0.8794730880563829,0.8443176574233335,0.8835843436674078,0.8835843436674078
0.9304594861660079,0.9110671936758893,0.8157526350461133,0.9370882740447958,0.9317358366271409
0.9409167285373765,0.9461529443945137,0.8360556445625416,0.9493962721269196,0.9494744246023993
0.9411811335711454,0.9450653983353151,0.8778042013476021,0.9462544589774079,0.9463337296868807
0.9657453178305367,0.9659541878437652,0.9328831024159299,0.9735431316577317,0.9684606280025065
0.9295118898623278,0.9280600750938673,0.8816520650813517,0.9316145181476846,0.9322653316645807
0.8607965793016075,0.8651912265420856,0.8293214031198035,0.8624594187980046,0.8613112677171588
0.96807132894999,0.9623929069535764,0.8814504881450488,0.970412432755529,0.9655309822673839
0.8394366197183099,0.863960231980116,0.8472797569732118,0.8653410660038664,0.8791494062413697
0.9097899326198969,0.8995243757431629,0.8580657946888623,0.90764962346413,0.9042409829567974
0.9617338709677419,0.9616532258064516,0.9237903225806452,0.9612499999999999,0.9612499999999999
0.7239359460598399,0.7902654867256637,0.6833754740834387,0.9473662031184156,0.7919932574799831
0.936770552776709,0.936770552776709,0.8922235047667907,0.9365140438630243,0.9365140438630243
0.9358423645320196,0.9331625615763546,0.8174778325123153,0.9291428571428572,0.9281970443349753
0.758955938697318,0.7685344827586207,0.554022988505747,0.7466475095785441,0.7631226053639847
0.785985815602837,0.785985815602837,0.6990921985815604,0.7845106382978724,0.7845106382978724
0.6106883431338637,0.6862244897959183,0.713161535800761,0.6918453822206849,0.7001902455897613
0.916547619047619,0.9102380952380952,0.764702380952381,0.9149603174603174,0.9149603174603174
0.8480175206460738,0.7916685677784369,0.8293562075101518,0.7829082447415249,0.8365652233426107
0.9417344173441734,0.9417344173441734,0.9007046070460706,0.9422764227642276,0.9422764227642276
0.8195767195767195,0.912983312983313,0.6288970288970289,0.9056980056980057,0.9208384208384208
0.8314935332399704,0.8974791992750639,0.7777823543949254,0.8742071010791663,0.903369305544114
0.9296178343949044,0.9350716560509553,0.849363057324841,0.929498407643312,0.9328025477707006
0.7161708156243676,0.7681036227484315,0.7261080752884032,0.8591783039870471,0.7874114551710181
0.7626494186998527,0.8438676928115278,0.7990830194858359,0.9145652529883741,0.8936056983789094
0.8046312039510971,0.8582705853777023,0.7996518500526273,0.8604971257388065,0.8659217877094973
0.935171824060713,0.9315910427021538,0.9199134199134199,0.9305755972422639,0.9338357116134893
0.8104306257591788,0.8077661533638965,0.6919399710042711,0.8811175110693155,0.8851142196622389
0.8511827572329294,0.8184948352188882,0.7298662970084515,0.7892053838930376,0.8379018915172383
0.9020325872284398,0.9025263331138906,0.7402896642527979,0.9065585911784069,0.9063940092165899
0.8385728737063264,0.8847560501128315,0.808808653023111,0.886078904365419,0.8847560501128318
0.7152116402116403,0.7472663139329807,0.7445326278659612,0.8092151675485009,0.8190917107583775
0.9062081558125381,0.9062081558125381,0.8671941570298235,0.9051734631771151,0.9051734631771151
0.8487892376681614,0.8741255605381166,0.8383408071748879,0.8929596412556056,0.8957847533632286
0.8945361635220126,0.8955188679245283,0.8071540880503144,0.8928852201257861,0.8946147798742139
0.8614753367228615,0.844973686557845,0.7261395058424761,0.872981892783873,0.8569262331638569
0.9309948474038843,0.9580261593341262,0.8987514863258026,0.9554894966309949,0.9566785572730875
0.7695417789757413,0.9050082601512913,0.7652160681679855,0.9132684114424833,0.9171376402051995
0.9359815354713316,0.9381276320051831,0.8595926465824426,0.9380871396177519,0.9380466472303206
0.8691249750847119,0.8744668128363565,0.8287821407215468,0.8718756228822006,0.8704405022922064
0.7873840445269017,0.8078385899814471,0.7752319109461967,0.7929035250463822,0.8076994434137292
0.837367455594828,0.8553979687709723,0.8912576618495817,0.8624670037134804,0.8515950069348127
0.9086338498103205,0.9086338498103205,0.8729832259244024,0.9082682023858495,0.9082682023858495
0.8137755102040816,0.7719305464121131,0.7294272547728768,0.8326201448321264,0.8387096774193548
0.8262221086697326,0.8271163345256345,0.7855135411343894,0.8261369443025038,0.8261369443025038
