EPI,EPI_corr,MF_tau3_d10,sib,sib_mean
0.9280588692353398,0.9256821609762786,0.8553635906577083,0.9289272818684583,0.9214772155948626
0.9253131808278867,0.9251089324618738,0.9133306100217866,0.9223175381263616,0.9274237472766884
0.8400136448916936,0.9124168514412417,0.9055944055944057,0.9269998294388537,0.9327989084086645
0.5591719516572933,0.8763511626979378,0.8028000478640659,0.8302022256790714,0.8842088468748753
0.9225352112676056,0.8397496087636933,0.8773865414710486,0.9123630672926448,0.9213223787167449
0.9450127877237852,0.9450927109974425,0.940656969309463,0.9451726342710998,0.9451726342710998
0.9496501109404335,0.9289127837514934,0.6263227513227513,0.9054019457245265,0.9395801331285202
0.7949795918367346,0.7893469387755102,0.6322857142857143,0.7694285714285714,0.7802040816326531
0.8444852941176471,0.8340686274509804,0.7706086601307189,0.8155637254901962,0.8268790849673202
0.9155116841257052,0.9155116841257052,0.8327558420628526,0.9165189363416602,0.9165189363416602
0.7836326402016384,0.8894139886578449,0.8825614366729679,0.8947700063011972,0.896266540642722
0.935003885003885,0.935003885003885,0.8612665112665112,0.9360916860916861,0.9360916860916861
0.9300732341129222,0.9223954642097802,0.909677927395858,0.9252303330970942,0.9214898810929995
0.7248681445056906,0.7813379862790973,0.7303802990046396,0.8711583455605346,0.7938692152119602
0.8117059891107078,0.769560395240976,0.7561504335551523,0.8138233514821538,0.8004638031861262
0.8980387476628078,0.9172136690933683,0.8907188606436726,0.9222659824163584,0.9222659824163583
0.7151515151515152,0.9581048581048581,0.9666907166907167,0.9784511784511783,0.9646945646945647
0.9439504604636394,0.9342648459828518,0.8501905366783106,0.9467688154969832,0.9467688154969832
0.8952716379240547,0.8952716379240547,0.8347907052060561,0.8950692251639543,0.8950692251639543
0.718794494542003,0.6736275905711122,0.7371460211991773,0.6775826609713653,0.6901202341401678
0.89443629297696,0.9097830828409406,0.7962882182654559,0.9107348217472341,0.9085537534203117
